	KeywordRepititions	FieldRepititions	NumCoAuthored	NumOfReferences	NumOfReferencedBy	AffRepititions	ConfRepititions
130	1	1	1	10	3	1	1
131	1	1	1	10	3	2	2
132	1	1	1	10	3	2	3
133	1	1	1	10	3	3	2
134	1	1	2	30	0	0	4
135	1	1	2	30	0	0	4
136	1	1	2	30	0	0	4
137	1	1	1	0	0	0	2
138	1	1	1	0	0	0	2
139	1	1	1	0	0	2	4
140	1	1	1	28	3	4	8
141	1	1	1	26	3	0	4
142	1	1	1	26	3	0	4
143	1	1	1	26	4	0	3
144	1	1	1	26	4	4	3
145	0	0	1	26	5	0	6
146	0	0	2	34	5	0	12
147	0	0	1	26	5	0	6
148	0	0	3	102	126	42	42
149	0	0	1	24	20	0	28
150	0	0	1	79	35	0	196
151	0	0	1	61	26	0	112
152	0	0	1	37	60	14	14
153	0	0	3	89	219	42	42
154	0	0	1	65	31	0	84
155	0	0	1	13	0	0	14
156	1	1	1	20	20	1	1
157	1	1	1	20	20	1	2
158	1	1	1	20	20	1	1
159	1	1	1	35	0	2	2
160	1	1	1	35	0	1	1
161	1	1	1	35	0	1	1
162	1	1	1	36	0	0	2
163	0	0	1	20	0	0	7
164	0	0	1	0	3	0	2
165	0	0	1	19	0	0	5
166	0	0	1	0	3	0	2
167	0	0	1	0	0	3	3
168	0	0	1	0	0	3	3
169	0	0	1	26	0	3	3
170	0	0	2	50	15	8	6
171	1	1	1	27	21	20	8
172	1	1	1	0	0	20	8
173	1	1	1	0	0	20	8
174	1	1	2	29	7	40	20
175	1	1	1	19	7	1	1
176	1	1	1	26	4	0	1
177	0	0	2	27	135	15	30
178	0	0	1	23	63	6	12
179	0	0	4	32	224	15	30
180	0	0	1	0	8	0	6
181	0	0	2	15	24	0	6
182	0	0	1	1	8	18	27
183	0	0	1	0	8	3	3
184	0	0	2	60	41	8	12
185	1	1	1	27	3	3	3
186	1	1	1	27	3	3	3
187	0	0	1	0	0	2	12
188	0	0	1	0	0	2	2
189	1	1	1	28	0	2	2
190	1	1	1	28	0	2	2
191	1	1	1	28	0	0	2
192	1	1	1	28	0	2	2
193	1	1	1	24	85	0	20
194	1	1	1	28	90	12	8
195	1	1	4	123	171	24	18
196	1	1	4	123	171	24	18
197	1	1	1	28	90	12	8
198	1	1	1	21	0	6	4
199	1	1	1	24	85	6	4
200	1	1	2	60	10	12	6
201	1	1	1	26	72	6	4
202	1	1	2	33	3	0	5
203	1	1	1	15	3	0	5
204	1	1	1	13	7	6	2
205	1	1	2	38	7	4	4
206	0	0	1	25	13	0	20
207	1	1	1	40	14	1	1
208	1	1	1	40	14	3	3
209	1	1	1	47	14	2	2
210	1	1	1	49	14	3	4
211	1	1	1	30	1	0	1
212	1	1	1	30	1	0	1
213	1	1	1	10	5	0	5
214	1	1	1	8	4	0	1
215	1	1	1	10	5	0	3
216	0	0	1	22	4	0	4
217	0	0	1	27	6	2	2
218	1	1	1	0	3	1	1
219	0	0	1	22	4	0	2
220	1	1	1	16	9	2	2
221	1	1	1	16	9	3	3
222	0	0	1	37	7	0	3
223	0	0	1	27	3	4	3
224	0	0	3	104	12	20	13
225	0	0	1	29	3	24	18
226	0	0	1	20	0	0	7
227	1	1	1	0	0	0	1
228	1	1	1	0	0	0	1
229	0	0	1	0	0	0	3
230	0	0	1	0	0	0	3
231	1	1	1	22	16	1	1
232	1	1	1	22	16	1	1
233	1	1	1	22	16	1	2
234	0	0	1	15	15	12	12
235	0	0	1	13	14	2	2
236	0	0	1	18	14	0	8
237	1	1	1	19	1	3	2
238	1	1	2	30	0	0	4
239	1	1	2	30	0	2	4
240	1	1	1	0	0	0	2
241	1	1	1	0	0	2	2
242	1	1	1	0	0	0	1
243	1	1	1	0	0	0	1
244	1	1	1	0	0	1	2
245	1	1	1	0	0	2	2
246	1	1	1	0	0	1	1
247	1	1	1	0	0	0	1
248	1	1	1	21	6	1	1
249	1	1	1	21	6	0	1
250	1	1	1	21	6	1	1
251	1	1	1	19	16	6	9
252	1	1	1	17	15	4	4
253	1	1	1	19	15	5	4
254	1	1	1	28	4	1	1
255	1	1	1	28	4	0	1
256	1	1	1	22	16	1	1
257	1	1	1	22	16	1	2
258	1	1	1	28	0	1	1
259	1	1	1	28	0	0	1
260	1	1	1	28	0	1	1
261	1	1	1	19	0	7	8
262	1	1	1	0	0	7	8
263	1	1	1	32	43	2	8
264	0	0	1	28	0	7	8
265	1	1	1	32	43	2	8
266	1	1	1	74	28	14	32
267	1	1	1	19	0	0	8
268	1	1	1	0	0	7	8
269	1	1	1	19	0	7	8
270	1	1	1	32	43	2	8
271	1	1	2	44	136	14	16
272	1	1	1	0	0	7	8
273	1	1	1	32	43	2	8
274	1	1	2	79	22	0	32
275	1	1	2	44	136	14	16
276	1	1	1	51	43	4	16
277	1	1	2	44	136	14	16
278	1	1	1	32	43	2	8
279	1	1	1	0	0	7	8
280	1	1	1	19	0	7	8
281	1	1	1	19	0	7	8
282	0	0	1	28	0	7	8
283	1	1	1	0	0	7	8
284	1	1	1	0	0	7	8
285	1	1	1	0	0	7	8
286	1	1	2	63	136	14	16
287	1	1	3	63	136	21	24
288	1	1	1	0	0	7	8
289	1	1	1	19	0	7	8
290	1	1	1	0	0	7	8
291	1	1	1	0	0	7	8
292	1	1	1	32	43	2	8
293	1	1	1	19	0	7	8
294	1	1	1	19	0	7	8
295	1	1	1	19	0	7	8
296	0	0	1	28	0	7	8
297	1	1	1	30	7	7	16
298	1	1	1	19	0	7	8
299	1	1	1	0	0	7	8
300	1	1	1	0	0	7	8
301	1	1	2	44	136	14	16
302	1	1	2	63	136	14	16
303	1	1	1	24	19	0	2
304	1	1	2	36	56	8	12
305	1	1	1	42	28	0	12
306	1	1	1	24	19	0	2
307	1	1	1	34	24	0	6
308	1	1	1	26	22	0	6
309	1	1	1	34	24	0	6
310	1	1	1	0	7	8	8
311	1	1	2	39	23	4	4
312	1	1	1	13	15	0	2
313	1	1	1	14	15	0	10
314	1	1	1	13	15	0	2
315	1	1	1	14	15	0	10
316	0	0	1	0	8	0	4
317	0	0	1	0	8	0	18
318	0	0	1	0	8	0	2
319	1	1	1	29	37	0	2
320	0	0	1	45	4	5	1
321	1	1	1	29	37	0	2
322	1	1	1	0	0	1	1
323	1	1	1	0	0	0	3
324	1	1	1	0	0	0	1
325	1	1	1	0	2	3	2
326	1	1	1	0	2	3	2
327	1	1	1	0	2	2	1
328	0	0	1	37	7	0	4
329	1	1	1	28	4	0	1
330	1	1	3	49	35	15	30
331	0	0	1	36	26	16	88
332	1	1	1	39	131	6	9
333	1	1	1	12	14	1	1
334	1	1	1	12	14	1	1
335	1	1	1	12	14	1	1
336	1	1	1	12	14	1	1
337	1	1	1	12	14	1	1
338	1	1	1	12	14	1	1
339	1	1	1	12	14	1	1
340	1	1	1	12	14	1	1
341	1	1	1	12	14	1	1
342	1	1	1	15	18	7	7
343	1	1	1	12	19	4	4
344	0	0	1	0	0	0	2
345	0	0	1	0	0	0	2
346	0	0	1	0	0	0	4
347	1	1	1	15	58	0	10
348	1	1	1	10	5	5	5
349	1	1	1	30	86	0	15
350	1	1	1	15	58	0	10
351	1	1	3	66	15	15	15
352	1	1	1	13	55	0	5
353	0	0	1	32	10	0	15
354	1	1	3	92	182	4	12
355	1	1	3	92	182	4	12
356	1	1	1	25	20	1	6
357	1	1	1	41	34	0	9
358	1	1	1	25	20	0	3
359	1	1	2	70	144	2	9
360	1	1	1	46	124	0	6
361	1	1	1	54	127	2	6
362	1	1	2	41	23	10	10
363	1	1	1	20	13	2	2
364	1	1	1	22	13	12	16
365	1	1	1	24	14	22	24
366	0	0	1	12	0	1	1
367	1	1	1	16	8	2	2
368	1	1	1	16	8	2	2
369	1	1	1	7	1	0	2
370	1	1	1	16	8	2	2
371	1	1	1	7	2	8	2
372	0	0	1	0	1	6	3
373	0	0	1	0	2	4	5
374	1	1	1	22	2	1	1
375	1	1	1	22	2	1	1
376	1	1	1	22	2	0	1
377	1	1	1	34	2	1	25
378	1	1	1	22	2	0	1
379	1	1	1	22	2	0	1
380	1	1	1	25	6	2	2
381	1	1	2	64	44	8	8
382	1	1	2	65	42	4	12
383	1	1	1	21	0	0	2
384	1	1	1	21	0	0	2
385	1	1	1	21	0	0	2
386	0	0	1	28	55	10	10
387	0	0	2	27	135	25	25
388	0	0	7	143	11	70	168
389	0	0	7	143	11	70	168
390	0	0	1	12	0	0	21
391	0	0	2	22	0	20	42
392	1	1	1	32	13	8	84
393	0	0	2	46	2	51	63
394	0	0	1	11	3	17	21
395	1	1	6	78	28	20	126
396	1	1	1	22	1	2	2
397	1	1	1	41	1	0	6
398	1	1	1	22	1	2	2
399	1	1	1	22	1	0	2
400	0	0	1	19	3	0	15
401	0	0	1	19	3	17	15
402	0	0	2	19	5	0	30
403	0	0	1	14	4	17	15
404	0	0	1	0	2	17	15
405	0	0	2	19	5	34	30
406	0	0	2	14	6	34	30
407	0	0	1	0	2	17	15
408	1	1	1	26	4	2	2
409	1	1	1	26	4	0	2
410	1	1	1	26	4	2	2
411	1	1	1	26	4	4	2
412	1	1	1	34	92	8	6
413	1	1	2	30	70	4	4
414	1	1	1	15	58	2	2
415	0	0	1	13	3	2	1
416	0	0	1	13	3	1	1
417	0	0	1	13	3	2	2
418	1	1	1	25	2	2	2
419	1	1	1	26	3	6	6
420	1	1	2	39	14	4	4
421	1	1	1	25	7	4	4
422	1	1	1	26	6	2	6
423	1	1	2	90	5	10	10
424	1	1	1	56	21	0	9
425	1	1	2	69	21	0	12
426	1	1	1	56	21	0	6
427	1	1	2	50	20	0	6
428	0	0	1	31	0	1	1
429	0	0	1	31	0	1	1
430	0	0	1	31	0	0	1
431	0	0	1	13	1	1	1
432	0	0	1	13	1	2	1
433	0	0	1	13	1	3	1
434	1	1	2	25	1	0	4
435	1	1	3	34	18	0	5
436	1	1	3	34	18	0	5
437	1	1	1	25	11	0	3
438	1	1	1	25	11	0	3
439	1	1	1	25	11	0	3
440	1	1	1	25	11	5	3
441	1	1	1	25	11	0	3
442	1	1	1	25	11	5	3
443	1	1	1	0	0	0	14
444	1	1	1	0	0	4	3
445	1	1	1	3	0	0	9
446	1	1	5	133	23	108	99
447	1	1	3	55	1	8	8
448	0	0	1	42	0	3	2
449	0	0	1	42	0	1	2
450	0	0	1	42	0	1	2
451	0	0	1	42	0	0	2
452	0	0	1	26	3	5	4
453	0	0	1	23	3	6	6
454	1	1	1	24	5	1	1
455	1	1	1	15	0	0	1
456	1	1	1	15	0	0	1
457	1	1	1	15	0	0	1
458	1	1	1	15	0	0	1
459	1	1	1	15	0	0	1
460	1	1	1	15	0	0	3
461	1	1	1	16	0	0	2
462	1	1	1	15	0	0	1
463	0	0	1	30	1	6	7
464	1	1	1	48	2	18	21
465	1	1	1	15	9	1	1
466	1	1	1	13	0	0	1
467	1	1	1	13	0	1	1
468	1	1	1	13	0	1	1
469	1	1	1	13	0	1	1
470	1	1	1	18	0	2	2
471	1	1	1	18	0	3	3
472	1	1	1	13	0	1	1
473	1	1	1	13	0	1	1
474	1	1	1	13	0	1	1
475	1	1	1	13	0	1	1
476	1	1	1	13	0	1	1
477	1	1	1	18	0	2	2
478	0	0	1	12	0	0	8
479	0	0	1	8	3	4	8
480	1	1	1	20	2	0	2
481	0	0	1	0	0	4	2
482	0	0	1	0	0	4	2
483	1	1	1	20	2	0	2
484	1	1	2	47	2	8	4
485	1	1	1	19	47	6	6
486	0	0	2	45	9	0	18
487	1	1	1	0	16	3	3
488	1	1	1	0	16	0	3
489	1	1	1	20	19	4	3
490	1	1	1	19	18	1	1
491	0	0	1	0	3	0	1
492	1	1	1	24	21	0	6
493	1	1	1	41	24	0	6
494	1	1	1	24	19	0	1
495	1	1	1	34	23	0	3
496	1	1	1	26	20	0	3
497	1	1	1	34	23	0	3
498	0	0	1	42	9	1	1
499	0	0	1	52	1	0	3
500	0	0	3	98	12	4	12
501	0	0	3	98	12	4	12
502	0	0	1	52	1	0	3
503	0	0	2	51	11	0	15
504	0	0	2	46	11	2	6
505	1	1	1	12	1	1	1
506	1	1	1	12	1	1	1
507	0	0	1	28	3	30	24
508	1	1	2	38	7	5	9
509	1	1	1	24	8	4	9
510	0	0	1	27	6	0	8
511	0	0	1	22	4	0	8
512	1	1	1	46	34	0	36
513	1	1	1	24	21	0	6
514	1	1	1	36	27	0	18
515	1	1	1	26	26	0	18
516	1	1	1	36	27	0	18
517	1	1	1	30	0	1	1
518	1	1	1	30	0	0	3
519	1	1	1	30	0	1	1
520	1	1	1	30	0	0	1
521	0	0	1	13	13	1	1
522	0	0	1	13	13	2	2
523	0	0	1	26	3	0	5
524	1	1	1	11	3	0	2
525	1	1	3	88	3	18	7
526	1	1	2	35	10	18	6
527	1	1	1	32	24	2	2
528	1	1	1	32	24	2	2
529	1	1	2	61	26	28	26
530	0	0	1	0	0	0	2
531	0	0	1	0	0	0	2
532	1	1	2	20	2	0	14
533	0	0	1	0	0	0	2
534	0	0	1	0	0	0	2
535	1	1	2	17	2	0	6
536	1	1	2	24	20	8	9
537	0	0	1	20	6	0	3
538	0	0	1	20	6	2	3
539	1	1	1	26	6	2	1
540	1	1	1	26	6	0	3
541	1	1	1	23	12	2	1
542	1	1	1	23	12	4	2
543	1	1	1	47	6	0	66
544	1	1	1	37	6	0	11
545	1	1	1	38	7	0	55
546	1	1	2	103	16	11	55
547	1	1	1	35	0	2	2
548	1	1	1	35	0	2	2
549	1	1	1	36	0	0	4
550	1	1	2	62	18	8	8
551	1	1	1	18	6	0	3
552	1	1	1	18	6	0	3
553	1	1	1	13	1	0	3
554	1	1	1	13	1	1	1
555	1	1	1	13	1	0	3
556	0	0	1	0	0	0	1
557	0	0	1	0	0	0	7
558	0	0	1	0	0	0	1
559	0	0	1	0	0	1	1
560	0	0	1	0	0	0	3
561	1	1	1	0	8	0	1
562	1	1	2	25	1	6	4
563	1	1	2	25	1	0	4
564	1	1	1	0	0	10	10
565	1	1	2	38	1	10	10
566	1	1	1	0	0	5	5
567	1	1	1	20	3	0	1
568	1	1	1	20	3	2	2
569	1	1	1	15	0	2	1
570	1	1	1	20	3	2	1
571	1	1	1	15	0	0	1
572	1	1	1	15	0	2	1
573	1	1	2	35	3	2	2
574	1	1	2	35	3	2	2
575	1	1	1	15	0	6	3
576	1	1	1	16	0	0	2
577	1	1	1	15	0	2	1
578	1	1	1	11	19	1	1
579	1	1	1	11	19	1	1
580	0	0	1	0	0	0	1
581	0	0	1	12	3	0	1
582	0	0	1	12	3	2	1
583	1	1	1	24	35	0	1
584	1	1	1	26	35	0	2
585	1	1	1	24	35	0	1
586	1	1	1	24	35	1	1
587	1	1	1	0	0	9	7
588	0	0	1	10	8	9	2
589	1	1	2	60	423	18	14
590	1	1	1	0	0	9	7
591	1	1	1	33	337	9	7
592	1	1	1	16	8	1	1
593	1	1	1	16	8	1	1
594	1	1	1	9	2	0	2
595	1	1	1	9	2	1	1
596	1	1	1	9	2	0	3
597	1	1	1	24	7	5	5
598	1	1	1	23	7	0	2
599	1	1	1	0	0	0	3
600	1	1	1	0	0	0	1
601	0	0	1	0	8	6	18
602	0	0	1	0	8	0	2
603	1	1	1	30	0	0	1
604	1	1	1	30	0	0	1
605	1	1	1	34	1	2	3
606	1	1	1	34	1	0	3
607	1	1	1	38	7	0	15
608	1	1	1	34	7	0	5
609	1	1	1	38	7	8	10
610	1	1	1	0	0	1	1
611	1	1	1	0	0	2	2
612	1	1	1	0	0	1	1
613	1	1	1	0	0	2	2
614	1	1	1	0	0	2	2
615	1	1	1	0	0	1	1
616	1	1	1	0	0	1	1
617	1	1	1	0	0	1	1
618	1	1	1	0	0	1	1
619	1	1	1	0	0	3	3
620	1	1	1	0	0	1	1
621	1	1	1	0	0	1	1
622	1	1	1	0	0	1	1
623	1	1	1	0	0	1	1
624	1	1	1	0	0	1	1
625	1	1	1	0	0	2	2
626	1	1	1	10	5	3	3
627	1	1	1	21	14	1	1
628	1	1	1	27	0	2	4
629	1	1	1	27	0	1	2
630	1	1	2	30	38	8	8
631	1	1	3	41	2	9	5
632	1	1	2	18	2	6	3
633	1	1	1	36	25	0	18
634	1	1	1	35	25	0	9
635	0	0	1	13	13	2	2
636	1	1	2	95	1	10	8
637	1	1	1	19	188	5	4
638	1	1	2	95	1	10	8
639	1	1	5	167	439	60	39
640	1	1	1	13	14	0	5
641	1	1	1	32	24	1	1
642	1	1	1	39	26	14	13
643	1	1	1	28	0	0	1
644	1	1	1	28	0	1	1
645	1	1	1	15	7	0	9
646	1	1	1	45	3	1	19
647	1	1	1	35	3	0	3
648	0	0	1	13	3	2	1
649	0	0	1	13	3	4	2
650	0	0	1	0	0	0	5
651	0	0	1	0	0	0	5
652	0	0	1	0	0	0	5
653	1	1	1	20	3	0	1
654	1	1	1	20	3	0	1
655	1	1	1	20	3	1	1
656	1	1	1	23	3	3	3
657	1	1	1	25	2	2	2
658	1	1	1	42	3	0	5
659	0	0	1	22	33	3	3
660	0	0	2	49	71	9	9
661	0	0	1	27	133	2	2
662	0	0	1	27	133	1	1
663	0	0	1	27	133	1	1
664	0	0	1	50	160	0	7
665	0	0	1	38	138	1	2
666	0	0	1	27	133	1	1
667	0	0	1	27	133	0	1
668	1	1	1	17	6	0	1
669	1	1	1	26	2	0	1
670	1	1	1	26	2	0	1
671	0	0	1	0	23	0	4
672	0	0	2	15	22	3	6
673	0	0	1	0	22	0	2
674	1	1	1	20	35	1	1
675	1	1	1	20	35	1	1
676	1	1	1	20	35	1	1
677	1	1	1	23	35	2	2
678	1	1	1	20	35	1	1
679	1	1	1	20	35	1	1
680	0	0	1	28	0	2	4
681	0	0	1	23	0	0	4
682	0	0	1	22	0	1	1
683	0	0	1	22	0	1	1
684	0	0	1	22	0	1	2
685	1	1	1	18	4	3	3
686	1	1	1	20	35	1	1
687	1	1	1	20	35	1	1
688	1	1	1	23	35	2	2
689	1	1	1	20	35	1	1
690	1	1	1	20	35	1	1
691	0	0	1	26	3	0	2
692	1	1	1	24	1	0	2
693	1	1	1	24	1	0	2
694	1	1	1	24	17	4	2
695	1	1	1	24	17	4	7
696	1	1	1	24	17	2	1
697	1	1	1	24	17	0	1
698	1	1	1	20	2	12	4
699	1	1	1	20	2	15	5
700	0	0	1	24	12	0	6
701	0	0	2	51	16	1	16
702	0	0	1	31	0	0	1
703	0	0	1	31	0	0	1
704	0	0	1	31	0	0	1
705	0	0	1	23	6	8	12
706	0	0	1	23	6	4	3
707	0	0	1	0	0	2	3
708	1	1	1	16	8	1	1
709	1	1	1	23	17	4	2
710	1	1	1	23	17	2	2
711	1	1	1	23	17	0	2
712	1	1	2	87	1	4	4
713	1	1	2	98	1	24	18
714	1	1	1	32	27	0	1
715	0	0	1	24	1	1	1
716	0	0	1	24	1	1	1
717	0	0	1	24	1	0	1
718	1	1	1	28	10	2	2
719	0	0	1	15	7	1	1
720	0	0	1	27	133	2	2
721	0	0	1	27	133	2	2
722	0	0	1	50	160	0	14
723	0	0	1	38	138	2	4
724	0	0	1	27	133	2	2
725	0	0	1	27	133	0	2
726	0	0	1	10	0	2	2
727	1	1	1	20	20	1	2
728	1	1	1	20	20	1	1
729	1	1	1	25	24	0	4
730	1	1	1	25	24	0	1
731	1	1	1	33	27	0	9
732	1	1	1	25	24	0	1
733	1	1	1	32	119	0	5
734	1	1	1	32	119	5	5
735	1	1	1	32	119	5	5
736	1	1	1	26	0	1	1
737	1	1	1	27	0	2	2
738	1	1	1	28	0	5	2
739	0	0	1	19	0	9	9
740	1	1	1	28	20	0	8
741	1	1	1	45	34	0	12
742	1	1	1	28	20	0	4
743	0	0	1	38	9	0	16
744	1	1	2	75	144	2	12
745	1	1	1	48	124	0	8
746	0	0	1	28	0	2	4
747	0	0	1	28	0	2	4
748	0	0	1	30	2	2	8
749	1	1	1	56	127	2	8
750	1	1	1	33	35	0	7
751	1	1	1	29	35	0	2
752	1	1	2	30	0	0	4
753	1	1	1	0	0	3	2
754	1	1	1	0	0	0	2
755	1	1	1	26	6	0	1
756	1	1	1	51	0	3	5
757	1	1	1	51	0	3	5
758	1	1	1	20	11	0	3
759	1	1	1	20	11	1	1
760	1	1	1	20	11	0	1
761	1	1	1	29	37	0	1
762	1	1	1	31	5	0	1
763	1	1	1	31	5	1	2
764	1	1	1	31	5	2	2
765	1	1	1	31	5	2	2
766	0	0	2	100	50	19	112
767	1	1	6	192	104	39	84
768	1	1	1	13	5	1	1
769	1	1	1	13	5	1	1
770	0	0	1	14	2	1	1
771	1	1	1	13	0	0	1
772	1	1	1	13	0	0	1
773	1	1	1	13	0	0	1
774	1	1	1	18	0	0	2
775	1	1	1	18	0	0	3
776	1	1	1	13	0	0	1
777	1	1	1	13	0	0	1
778	1	1	1	13	0	0	1
779	1	1	1	13	0	0	1
780	1	1	1	13	0	0	1
781	1	1	1	18	0	0	2
782	1	1	1	28	0	0	1
783	0	0	1	26	2	4	4
784	0	0	1	26	2	4	4
785	1	1	2	26	2	8	8
786	0	0	1	26	2	4	4
787	1	1	1	14	3	1	2
788	1	1	1	14	3	3	3
789	0	0	1	28	2	3	4
790	0	0	1	28	2	3	4
791	0	0	1	5	2	1	1
792	1	1	1	41	99	48	3
793	1	1	3	156	266	51	27
794	1	1	1	81	133	18	12
795	1	1	1	39	97	3	2
796	1	1	1	42	0	0	1
797	1	1	1	44	0	0	2
798	1	1	1	42	0	1	1
799	1	1	1	42	0	1	1
800	1	1	1	30	7	2	3
801	1	1	1	29	7	1	3
802	1	1	1	24	5	11	4
803	1	1	1	30	7	4	4
804	1	1	1	24	5	1	1
805	0	0	1	35	132	7	7
806	0	0	1	34	112	0	4
807	0	0	1	29	122	3	3
808	0	0	1	24	112	1	1
809	0	0	1	24	112	1	1
810	1	1	2	19	0	10	10
811	1	1	1	13	0	2	2
812	1	1	1	15	0	6	6
813	1	1	1	14	0	1	1
814	1	1	1	31	1	1	1
815	1	1	1	31	1	1	1
816	0	0	1	16	2	4	2
817	1	1	1	30	20	1	1
818	1	1	1	34	22	0	4
819	1	1	1	30	20	1	1
820	1	1	1	15	1	2	2
821	1	1	1	40	13	1	2
822	1	1	1	28	11	1	1
823	1	1	1	12	14	1	1
824	1	1	1	12	14	1	1
825	1	1	1	12	14	1	1
826	1	1	1	12	14	1	1
827	1	1	1	12	14	1	1
828	1	1	1	12	14	1	1
829	1	1	1	12	14	1	1
830	1	1	1	12	14	1	1
831	1	1	1	15	18	7	7
832	1	1	1	12	19	4	4
833	0	0	1	27	133	1	1
834	0	0	1	50	160	0	7
835	0	0	1	38	138	1	2
836	0	0	1	27	133	1	1
837	0	0	1	27	133	0	1
838	1	1	2	67	43	18	18
839	0	0	1	21	55	0	8
840	1	1	1	0	0	4	4
841	1	1	1	0	0	2	2
842	1	1	1	32	49	1	1
843	1	1	1	33	49	0	18
844	1	1	1	32	49	1	1
845	1	1	1	20	2	1	1
846	1	1	1	20	2	1	1
847	1	1	2	39	34	4	4
848	1	1	1	21	35	0	4
849	1	1	1	18	34	2	2
850	1	1	1	18	34	0	2
851	1	1	2	48	35	0	26
852	0	0	1	28	3	0	2
853	1	1	1	21	0	0	2
854	0	0	1	28	3	0	2
855	1	1	2	49	3	6	4
856	0	0	1	28	3	0	2
857	0	0	1	28	3	0	2
858	0	0	1	28	3	0	2
859	1	1	1	21	0	0	2
860	1	1	1	27	17	2	1
861	1	1	2	27	17	2	3
862	0	0	1	13	6	1	1
863	1	1	1	0	0	2	2
864	1	1	1	0	0	1	1
865	1	1	1	0	0	2	2
866	1	1	1	0	0	2	2
